{'file_name': '/home/ye/diebold/class_detector/complete_data/image-582.png', 'id': 1013, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1363.jpg', 'id': 500, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-268.png', 'id': 699, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-149.png', 'id': 581, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1417.jpg', 'id': 559, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1142.jpg', 'id': 257, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-284.png', 'id': 715, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-909.png', 'id': 1340, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-104.png', 'id': 144, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-950.png', 'id': 1381, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-869.png', 'id': 1300, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-444.png', 'id': 875, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-346.png', 'id': 777, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-379.png', 'id': 810, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-395.png', 'id': 826, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-871.png', 'id': 1302, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-563.png', 'id': 994, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1239.jpg', 'id': 363, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-353.png', 'id': 784, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-267.png', 'id': 698, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1121.jpg', 'id': 234, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-665.png', 'id': 1096, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1390.jpg', 'id': 530, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1001.png', 'id': 102, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-709.png', 'id': 1140, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-686.png', 'id': 1117, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-942.png', 'id': 1373, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1185.jpg', 'id': 304, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1267.jpg', 'id': 394, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-588.png', 'id': 1019, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-884.png', 'id': 1315, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-318.png', 'id': 749, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-094.png', 'id': 94, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1194.jpg', 'id': 314, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1021.png', 'id': 124, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-552.png', 'id': 983, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-213.png', 'id': 644, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1226.jpg', 'id': 349, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1019.png', 'id': 121, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1271.jpg', 'id': 399, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-768.png', 'id': 1199, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1296.jpg', 'id': 426, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1231.jpg', 'id': 355, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-465.png', 'id': 896, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1020.png', 'id': 123, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-912.png', 'id': 1343, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1170.jpg', 'id': 288, 'width': 4032, 'height': 3024}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-849.png', 'id': 1280, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-755.png', 'id': 1186, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-008.png', 'id': 8, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1071.png', 'id': 179, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-304.png', 'id': 735, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-038.png', 'id': 38, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-523.png', 'id': 954, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-889.png', 'id': 1320, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-147.png', 'id': 579, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-554.png', 'id': 985, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1375.jpg', 'id': 513, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-804.png', 'id': 1235, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-632.png', 'id': 1063, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1423.jpg', 'id': 566, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-159.png', 'id': 591, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-402.png', 'id': 833, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-525.png', 'id': 956, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-781.png', 'id': 1212, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-479.png', 'id': 910, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-639.png', 'id': 1070, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-032.png', 'id': 32, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1385.jpg', 'id': 524, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-194.png', 'id': 625, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-974.png', 'id': 1405, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-828.png', 'id': 1259, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-798.png', 'id': 1229, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-170.png', 'id': 602, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-601.png', 'id': 1032, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-114.png', 'id': 254, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-237.png', 'id': 668, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-935.png', 'id': 1366, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-199.png', 'id': 630, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-818.png', 'id': 1249, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-297.png', 'id': 728, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-430.png', 'id': 861, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-239.png', 'id': 670, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-109.png', 'id': 199, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1201.jpg', 'id': 322, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-145.png', 'id': 577, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-928.png', 'id': 1359, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-879.png', 'id': 1310, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-098.png', 'id': 98, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-875.png', 'id': 1306, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-415.png', 'id': 846, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-715.png', 'id': 1146, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-972.png', 'id': 1403, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-378.png', 'id': 809, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-711.png', 'id': 1142, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-469.png', 'id': 900, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-906.png', 'id': 1337, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1134.jpg', 'id': 248, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-753.png', 'id': 1184, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-631.png', 'id': 1062, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-014.png', 'id': 14, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1180.jpg', 'id': 299, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-074.png', 'id': 74, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-593.png', 'id': 1024, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1039.png', 'id': 143, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-328.png', 'id': 759, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-231.png', 'id': 662, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-290.png', 'id': 721, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1224.jpg', 'id': 347, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1049.png', 'id': 154, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-111.png', 'id': 221, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1035.png', 'id': 139, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-466.png', 'id': 897, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1168.jpg', 'id': 285, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-262.png', 'id': 693, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1051.png', 'id': 157, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-570.png', 'id': 1001, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-978.png', 'id': 1409, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-724.png', 'id': 1155, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-476.png', 'id': 907, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1334.jpg', 'id': 468, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1068.png', 'id': 175, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1093.png', 'id': 203, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-696.png', 'id': 1127, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-126.png', 'id': 386, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1176.jpg', 'id': 294, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1290.jpg', 'id': 420, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-009.png', 'id': 9, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1388.jpg', 'id': 527, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1221.jpg', 'id': 344, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-434.png', 'id': 865, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-973.png', 'id': 1404, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1407.jpg', 'id': 548, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-510.png', 'id': 941, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-138.png', 'id': 518, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-460.png', 'id': 891, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-223.png', 'id': 654, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-043.png', 'id': 43, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1278.jpg', 'id': 406, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-220.png', 'id': 651, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-644.png', 'id': 1075, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-372.png', 'id': 803, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1288.jpg', 'id': 417, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-452.png', 'id': 883, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1398.jpg', 'id': 538, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-619.png', 'id': 1050, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1395.jpg', 'id': 535, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1108.jpg', 'id': 219, 'width': 4032, 'height': 3024}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1164.jpg', 'id': 281, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-073.png', 'id': 73, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1399.jpg', 'id': 539, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-736.png', 'id': 1167, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-125.png', 'id': 375, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-026.png', 'id': 26, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-948.png', 'id': 1379, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-874.png', 'id': 1305, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1060.png', 'id': 167, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1113.jpg', 'id': 225, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-058.png', 'id': 58, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1430.jpg', 'id': 574, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1345.jpg', 'id': 480, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-636.png', 'id': 1067, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-815.png', 'id': 1246, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-858.png', 'id': 1289, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1028.png', 'id': 131, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1429.jpg', 'id': 572, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1387.jpg', 'id': 526, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-212.png', 'id': 643, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-597.png', 'id': 1028, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-307.png', 'id': 738, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-868.png', 'id': 1299, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1324.jpg', 'id': 457, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1338.jpg', 'id': 472, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-512.png', 'id': 943, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1025.png', 'id': 128, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-752.png', 'id': 1183, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1274.jpg', 'id': 402, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-060.png', 'id': 60, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-771.png', 'id': 1202, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-641.png', 'id': 1072, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-139.png', 'id': 529, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-739.png', 'id': 1170, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1383.jpg', 'id': 522, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-069.png', 'id': 69, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-059.png', 'id': 59, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1292.jpg', 'id': 422, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-911.png', 'id': 1342, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1062.png', 'id': 169, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-422.png', 'id': 853, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-215.png', 'id': 646, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1284.jpg', 'id': 413, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1165.jpg', 'id': 282, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-357.png', 'id': 788, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-240.png', 'id': 671, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1369.jpg', 'id': 506, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-800.png', 'id': 1231, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-301.png', 'id': 732, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-493.png', 'id': 924, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1013.png', 'id': 115, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1343.jpg', 'id': 478, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-769.png', 'id': 1200, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-184.png', 'id': 615, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-835.png', 'id': 1266, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-839.png', 'id': 1270, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-066.png', 'id': 66, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-824.png', 'id': 1255, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-984.png', 'id': 1415, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1299.jpg', 'id': 429, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1167.jpg', 'id': 284, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-371.png', 'id': 802, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-192.png', 'id': 623, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-837.png', 'id': 1268, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-382.png', 'id': 813, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1217.jpg', 'id': 339, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-801.png', 'id': 1232, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-881.png', 'id': 1312, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1356.jpg', 'id': 492, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-683.png', 'id': 1114, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-844.png', 'id': 1275, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-033.png', 'id': 33, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1130.jpg', 'id': 244, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1416.jpg', 'id': 558, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-603.png', 'id': 1034, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-431.png', 'id': 862, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-053.png', 'id': 53, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-689.png', 'id': 1120, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1301.jpg', 'id': 432, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1275.jpg', 'id': 403, 'width': 1920, 'height': 1080}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-235.png', 'id': 666, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1126.jpg', 'id': 239, 'width': 3024, 'height': 4032}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-461.png', 'id': 892, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1095.png', 'id': 205, 'width': 980, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-707.png', 'id': 1138, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-157.png', 'id': 589, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-648.png', 'id': 1079, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-348.png', 'id': 779, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-093.png', 'id': 93, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-048.png', 'id': 48, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-224.png', 'id': 655, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-503.png', 'id': 934, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-065.png', 'id': 65, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-270.png', 'id': 701, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-553.png', 'id': 984, 'width': 1280, 'height': 720}
{'file_name': '/home/ye/diebold/class_detector/complete_data/image-1198.jpg', 'id': 318, 'width': 1920, 'height': 1080}
